Date,Close
20/03/14,3088.899902
21/03/14,3096.48999
24/03/14,3052.909912
25/03/14,3096.639893
26/03/14,3130.169922
27/03/14,3133.75
28/03/14,3172.429932
31/03/14,3161.600098
01/04/14,3186.340088
02/04/14,3187.449951
03/04/14,3206.76001
04/04/14,3230.330078
07/04/14,3185.969971
08/04/14,3177.659912
09/04/14,3182.790039
10/04/14,3152.860107
11/04/14,3116.540039
14/04/14,3131.570068
15/04/14,3091.52002
16/04/14,3139.26001
17/04/14,3155.810059
22/04/14,3199.689941
23/04/14,3175.969971
24/04/14,3189.810059
25/04/14,3147.399902
28/04/14,3165.840088
29/04/14,3208.679932
30/04/14,3198.389893
02/05/14,3177.889893
05/05/14,3171.290039
06/05/14,3149.790039
07/05/14,3159.669922
08/05/14,3204.300049
09/05/14,3184.090088
12/05/14,3206.969971
13/05/14,3211.780029
14/05/14,3210.419922
15/05/14,3163.219971
16/05/14,3172.719971
19/05/14,3169.899902
20/05/14,3163.929932
21/05/14,3187.080078
22/05/14,3187.629883
23/05/14,3203.280029
26/05/14,3240.389893
27/05/14,3244.280029
28/05/14,3246.23999
30/05/14,3244.600098
02/06/14,3247.800049
03/06/14,3241.040039
04/06/14,3237.929932
05/06/14,3267.050049
06/06/14,3294.280029
10/06/14,3313.800049
11/06/14,3289.090088
12/06/14,3284.280029
13/06/14,3282.840088
16/06/14,3261.419922
17/06/14,3275.330078
18/06/14,3279.199951
19/06/14,3314.800049
20/06/14,3302.360107
23/06/14,3282.580078
24/06/14,3284.810059
25/06/14,3252.310059
26/06/14,3233.189941
27/06/14,3227.850098
30/06/14,3228.23999
01/07/14,3258.709961
02/07/14,3252.25
03/07/14,3289.75
04/07/14,3270.469971
07/07/14,3230.919922
08/07/14,3184.379883
09/07/14,3203.100098
10/07/14,3150.590088
11/07/14,3157.050049
14/07/14,3185.860107
15/07/14,3153.75
16/07/14,3202.939941
17/07/14,3157.820068
18/07/14,3164.209961
21/07/14,3137.060059
22/07/14,3189.219971
23/07/14,3193.129883
24/07/14,3220.070068
25/07/14,3174.98999
28/07/14,3171.550049
29/07/14,3190.540039
30/07/14,3169.22998
31/07/14,3115.51001
04/08/14,3070.459961
05/08/14,3072.199951
06/08/14,3050.370117
07/08/14,3012.879883
08/08/14,3006.830078
11/08/14,3047.560059
12/08/14,3023.77002
13/08/14,3056.169922
14/08/14,3058.159912
15/08/14,3033.52002
18/08/14,3073.449951
19/08/14,3091.110107
20/08/14,3083.5
21/08/14,3124.560059
22/08/14,3098.5
25/08/14,3165.469971
26/08/14,3197.540039
27/08/14,3194.449951
28/08/14,3164.439941
29/08/14,3172.629883
01/09/14,3175.050049
02/09/14,3180.290039
03/09/14,3218.840088
04/09/14,3277.25
05/09/14,3275.25
08/09/14,3267.540039
09/09/14,3245.429932
10/09/14,3244.159912
11/09/14,3237.76001
12/09/14,3235.070068
15/09/14,3231.699951
16/09/14,3221.72998
17/09/14,3237.439941
18/09/14,3271.370117
19/09/14,3273.25
22/09/14,3257.47998
23/09/14,3205.929932
24/09/14,3244.01001
25/09/14,3202.310059
26/09/14,3219.580078
29/09/14,3186.949951
30/09/14,3225.929932
01/10/14,3195.080078
02/10/14,3106.419922
03/10/14,3133.370117
06/10/14,3138.669922
07/10/14,3082.100098
08/10/14,3053.310059
09/10/14,3042.449951
10/10/14,2991.5
13/10/14,2998.320068
14/10/14,3000.98999
15/10/14,2892.550049
16/10/14,2874.649902
17/10/14,2962.23999
20/10/14,2927.300049
21/10/14,2991.459961
22/10/14,3008.530029
23/10/14,3044.300049
24/10/14,3030.370117
27/10/14,2998.840088
28/10/14,3036.149902
29/10/14,3022.419922
30/10/14,3035.899902
31/10/14,3113.320068
03/11/14,3082.320068
04/11/14,3034.23999
05/11/14,3091.540039
06/11/14,3102.070068
07/11/14,3064.919922
10/11/14,3094.600098
11/11/14,3104.590088
12/11/14,3047.300049
13/11/14,3056.800049
14/11/14,3059.98999
17/11/14,3084.790039
18/11/14,3120.419922
19/11/14,3123.120117
20/11/14,3102.209961
21/11/14,3194.219971
24/11/14,3211.699951
25/11/14,3226.149902
26/11/14,3226.080078
27/11/14,3244.919922
28/11/14,3250.929932
01/12/14,3232.909912
02/12/14,3238.350098
03/12/14,3247.719971
04/12/14,3191.25
05/12/14,3277.379883
08/12/14,3247.98999
09/12/14,3162.77002
10/12/14,3150.949951
11/12/14,3159.110107
12/12/14,3067.320068
15/12/14,2982.899902
16/12/14,3049.98999
17/12/14,3051.98999
18/12/14,3153.77002
19/12/14,3141.280029
22/12/14,3154.909912
23/12/14,3192.469971
29/12/14,null
30/12/14,3135.949951
05/01/15,3023.139893
06/01/15,null
07/01/15,3026.790039
08/01/15,3135.080078
09/01/15,3042.899902
12/01/15,3084.179932
13/01/15,3133.860107
14/01/15,3089.669922
15/01/15,3157.360107
16/01/15,3202.23999
19/01/15,3220.899902
20/01/15,3244.919922
21/01/15,3269.72998
22/01/15,3322.649902
23/01/15,3382.550049
26/01/15,3414.280029
27/01/15,3372.580078
28/01/15,3358.959961
29/01/15,3371.830078
30/01/15,3351.439941
02/02/15,3370.110107
03/02/15,3414.179932
04/02/15,3415.530029
05/02/15,3408.959961
06/02/15,3398.159912
09/02/15,3347.75
10/02/15,3383.129883
11/02/15,3374.139893
12/02/15,3417.610107
13/02/15,3447.590088
16/02/15,3433.300049
17/02/15,3438.439941
18/02/15,3465.800049
19/02/15,3488.080078
20/02/15,3490.530029
23/02/15,3519.580078
24/02/15,3547.100098
25/02/15,3541.780029
26/02/15,3574.939941
27/02/15,3599
02/03/15,3591.090088
03/03/15,3549.110107
04/03/15,3583.439941
05/03/15,3618.209961
06/03/15,3617.620117
09/03/15,3610.280029
10/03/15,3567.25
11/03/15,3649.540039
12/03/15,3641.320068
13/03/15,3656.209961
16/03/15,3706.75
17/03/15,3672.159912
18/03/15,3668.52002
19/03/15,3670.72998
20/03/15,3726.070068
23/03/15,3699.040039
24/03/15,3731.350098
25/03/15,3684.040039
26/03/15,3669.790039
27/03/15,3679.030029
30/03/15,3727.800049
31/03/15,3697.379883
01/04/15,3714.889893
02/04/15,3715.27002
07/04/15,3768.719971
08/04/15,3742.629883
09/04/15,3781.790039
10/04/15,3816.76001
13/04/15,3828.780029
14/04/15,3784.530029
15/04/15,3803.550049
16/04/15,3751.719971
17/04/15,3674.050049
20/04/15,3718.040039
21/04/15,3719.379883
22/04/15,3724.48999
23/04/15,3697.879883
24/04/15,3713.959961
27/04/15,3771.449951
28/04/15,3715.419922
29/04/15,3617.110107
30/04/15,3615.590088
04/05/15,3632.939941
05/05/15,3546.560059
06/05/15,3558.030029
07/05/15,3556.209961
08/05/15,3649.47998
11/05/15,3624.409912
12/05/15,3573.100098
13/05/15,3553.419922
15/05/15,3573.070068
18/05/15,3589.219971
19/05/15,3670.52002
20/05/15,3683.47998
21/05/15,3688.719971
22/05/15,3679.139893
26/05/15,3619.300049
27/05/15,3682.870117
28/05/15,3650.709961
29/05/15,3570.780029
01/06/15,3575.040039
02/06/15,3561.889893
03/06/15,3583.820068
04/06/15,3556.379883
05/06/15,3510.01001
08/06/15,3468.310059
09/06/15,3456.790039
10/06/15,3526.47998
11/06/15,3551.909912
12/06/15,3502.77002
15/06/15,3438.070068
16/06/15,3454.090088
17/06/15,3428.76001
18/06/15,3450.449951
19/06/15,3455.800049
22/06/15,3596.070068
23/06/15,3625.969971
24/06/15,3610.949951
25/06/15,3610.909912
26/06/15,3621.370117
29/06/15,3468.899902
30/06/15,3424.300049
01/07/15,3496.280029
02/07/15,3463.25
03/07/15,3441.76001
06/07/15,3365.199951
07/07/15,3294.189941
08/07/15,3327.5
09/07/15,3420.030029
10/07/15,3528.810059
13/07/15,3590.429932
14/07/15,3607.189941
15/07/15,3623.870117
16/07/15,3676.409912
17/07/15,3670.340088
20/07/15,3686.580078
21/07/15,3647.959961
22/07/15,3635.580078
23/07/15,3634.639893
24/07/15,3600
27/07/15,3513.100098
28/07/15,3554.110107
29/07/15,3575.530029
30/07/15,3583.790039
31/07/15,3600.689941
03/08/15,3635.399902
04/08/15,3619.310059
05/08/15,3676.75
06/08/15,3668.469971
07/08/15,3637.800049
10/08/15,3674.939941
11/08/15,3605.280029
12/08/15,3484.409912
13/08/15,3516.149902
14/08/15,3491.030029
17/08/15,3497.899902
18/08/15,3495.379883
19/08/15,3429.840088
20/08/15,3353.47998
21/08/15,3247.26001
24/08/15,3073.389893
25/08/15,3218.01001
26/08/15,3170.72998
27/08/15,3280.780029
28/08/15,3286.590088
31/08/15,3269.629883
01/09/15,3188.72998
02/09/15,3198.860107
03/09/15,3270.090088
04/09/15,3180.25
07/09/15,3197.969971
08/09/15,3233.840088
09/09/15,3269.97998
10/09/15,3221.139893
11/09/15,3187.939941
14/09/15,3175.620117
15/09/15,3207.600098
16/09/15,3251.790039
17/09/15,3255.790039
18/09/15,3157.300049
21/09/15,3184.719971
22/09/15,3076.050049
23/09/15,3079.98999
24/09/15,3019.340088
25/09/15,3113.159912
28/09/15,3039.439941
29/09/15,3029.860107
30/09/15,3100.669922
01/10/15,3069.050049
02/10/15,3088.179932
05/10/15,3190.389893
06/10/15,3220.090088
07/10/15,3226.399902
08/10/15,3224.959961
09/10/15,3250.310059
12/10/15,3247.330078
13/10/15,3221.280029
14/10/15,3191.570068
15/10/15,3238.810059
16/10/15,3264.929932
19/10/15,3272.040039
20/10/15,3255.719971
21/10/15,3272.22998
22/10/15,3353.110107
23/10/15,3425.810059
26/10/15,3414.600098
27/10/15,3381.01001
28/10/15,3421.090088
29/10/15,3413.389893
30/10/15,3418.22998
02/11/15,3434.5
03/11/15,3442.679932
04/11/15,3439.159912
05/11/15,3447.48999
06/11/15,3468.209961
09/11/15,3418.360107
10/11/15,3425.399902
11/11/15,3448.419922
12/11/15,3387.699951
13/11/15,3360.649902
16/11/15,3362.22998
17/11/15,3451.939941
18/11/15,3431.919922
19/11/15,3448.929932
20/11/15,3452.449951
23/11/15,3445.26001
24/11/15,3409.600098
25/11/15,3462.060059
26/11/15,3498.620117
27/11/15,3488.98999
30/11/15,3506.449951
01/12/15,3479.639893
02/12/15,3468.659912
03/12/15,3343.340088
04/12/15,3330.75
07/12/15,3360.209961
08/12/15,3297.459961
09/12/15,3277.209961
10/12/15,3269.969971
11/12/15,3203.209961
14/12/15,3139.23999
15/12/15,3241.51001
16/12/15,3246.780029
17/12/15,3306.469971
18/12/15,3260.719971
21/12/15,3213.01001
22/12/15,3214.320068
23/12/15,3286.679932
28/12/15,3256.48999
29/12/15,3314.280029
30/12/15,3287.97998
04/01/16,3164.76001
05/01/16,3178.01001
06/01/16,3139.320068
07/01/16,3084.679932
08/01/16,3033.469971
11/01/16,3027.48999
12/01/16,3064.659912
13/01/16,3073.02002
14/01/16,3024
15/01/16,2952.47998
18/01/16,2935.389893
19/01/16,2980.48999
20/01/16,2882.590088
21/01/16,2943.919922
22/01/16,3023.209961
25/01/16,3001.780029
26/01/16,3032.840088
27/01/16,3043.469971
28/01/16,2979.419922
29/01/16,3045.090088
01/02/16,3021.01001
02/02/16,2951.850098
03/02/16,2896.629883
04/02/16,2905.300049
05/02/16,2879.389893
08/02/16,2785.169922
09/02/16,2736.5
10/02/16,2789.050049
11/02/16,2680.350098
12/02/16,2756.159912
15/02/16,2833.870117
16/02/16,2821.26001
17/02/16,2897.719971
18/02/16,2895.149902
19/02/16,2871.050049
22/02/16,2933.909912
23/02/16,2887.379883
24/02/16,2820.23999
25/02/16,2877.419922
26/02/16,2929.159912
29/02/16,2945.75
01/03/16,2996.389893
02/03/16,3022.139893
03/03/16,3012.870117
04/03/16,3037.350098
07/03/16,3021.090088
08/03/16,3002.01001
09/03/16,3016.179932
10/03/16,2970.780029
11/03/16,3073.800049
14/03/16,3091.97998
15/03/16,3067.209961
16/03/16,3062.050049
17/03/16,3043.100098
18/03/16,3059.77002
21/03/16,3048.77002
22/03/16,3051.22998
23/03/16,3042.419922
24/03/16,2986.72998
29/03/16,3004.870117
30/03/16,3044.100098
31/03/16,3004.929932
01/04/16,2953.280029
04/04/16,2962.280029
05/04/16,2890.350098
06/04/16,2909.360107
07/04/16,2871.570068
08/04/16,2911.97998
11/04/16,2924.22998
12/04/16,2942.090088
13/04/16,3039.189941
14/04/16,3060.860107
15/04/16,3054.340088
18/04/16,3064.030029
19/04/16,3112.98999
20/04/16,3142.52002
21/04/16,3151.689941
22/04/16,3141.120117
25/04/16,3117.620117
26/04/16,3121.290039
27/04/16,3130.429932
28/04/16,3125.429932
29/04/16,3028.209961
02/05/16,3032.600098
03/05/16,2974.199951
04/05/16,2938.75
06/05/16,2936.840088
09/05/16,2955.830078
10/05/16,2978.969971
11/05/16,2956.709961
12/05/16,2935.459961
13/05/16,2956.629883
17/05/16,2938.090088
18/05/16,2956.429932
19/05/16,2919.219971
20/05/16,2962.159912
23/05/16,2932.929932
24/05/16,3010.120117
25/05/16,3061.600098
26/05/16,3071.209961
27/05/16,3078.47998
30/05/16,3090.01001
31/05/16,3063.47998
01/06/16,3038.77002
02/06/16,3033.860107
03/06/16,2997.550049
06/06/16,3001.899902
07/06/16,3040.689941
08/06/16,3019.76001
09/06/16,2989.030029
10/06/16,2911.110107
13/06/16,2853.52002
14/06/16,2797.179932
15/06/16,2830.300049
16/06/16,2819.300049
17/06/16,2849.169922
20/06/16,2942.879883
21/06/16,2967.340088
22/06/16,2978.310059
23/06/16,3037.860107
24/06/16,2776.090088
27/06/16,2697.439941
28/06/16,2758.669922
29/06/16,2832.179932
30/06/16,2864.73999
01/07/16,2883.060059
04/07/16,2862.209961
05/07/16,2812.879883
06/07/16,2761.370117
07/07/16,2780.100098
08/07/16,2838.01001
11/07/16,2885.320068
12/07/16,2933.439941
13/07/16,2926.139893
14/07/16,2963.070068
15/07/16,2958.649902
18/07/16,2949.169922
19/07/16,2931.100098
20/07/16,2966.949951
21/07/16,2968.48999
22/07/16,2972.22998
25/07/16,2973.219971
26/07/16,2978.899902
27/07/16,2999.47998
28/07/16,2966.100098
29/07/16,2990.76001
02/08/16,2906.97998
03/08/16,2911.060059
04/08/16,2932.340088
05/08/16,2973.709961
08/08/16,2982.919922
09/08/16,3029.179932
10/08/16,3018.459961
11/08/16,3049.030029
12/08/16,3044.939941
15/08/16,3046.649902
16/08/16,3016.189941
17/08/16,2980.540039
18/08/16,2995.300049
19/08/16,2968.199951
22/08/16,2960.370117
23/08/16,2993.72998
24/08/16,3008.590088
25/08/16,2987.689941
26/08/16,3010.360107
29/08/16,2998.5
30/08/16,3030.75
31/08/16,3023.129883
01/09/16,3017.48999
02/09/16,3079.73999
05/09/16,3077.659912
06/09/16,3070.159912
07/09/16,3091.659912
08/09/16,3083.540039
09/09/16,3053.199951
12/09/16,3012.879883
13/09/16,2974.800049
14/09/16,2964.899902
15/09/16,2973.77002
16/09/16,2935.25
19/09/16,2968.310059
20/09/16,2964.860107
21/09/16,2982.179932
22/09/16,3051.689941
23/09/16,3032.310059
26/09/16,2975.879883
27/09/16,2970.840088
28/09/16,2991.110107
29/09/16,2991.580078
30/09/16,3002.23999
03/10/16,2998.5
04/10/16,3029.5
05/10/16,3026.280029
06/10/16,3021.580078
07/10/16,3000.570068
10/10/16,3035.76001
11/10/16,3020.689941
12/10/16,3008.030029
13/10/16,2975.040039
14/10/16,3025.189941
17/10/16,3008.719971
18/10/16,3046.98999
19/10/16,3055.939941
20/10/16,3076.629883
21/10/16,3077.649902
24/10/16,3093.860107
25/10/16,3087.409912
26/10/16,3080.97998
27/10/16,3085.169922
28/10/16,3079.23999
31/10/16,3055.25
01/11/16,3023.149902
02/11/16,2980.169922
03/11/16,2973.48999
04/11/16,2954.530029
07/11/16,3009.280029
08/11/16,3023.429932
09/11/16,3056.290039
10/11/16,3046.590088
11/11/16,3030.02002
14/11/16,3039.800049
15/11/16,3049.719971
16/11/16,3026.360107
17/11/16,3041.790039
18/11/16,3020.830078
21/11/16,3032.969971
22/11/16,3044.330078
23/11/16,3032.139893
24/11/16,3040.600098
25/11/16,3048.379883
28/11/16,3016.800049
29/11/16,3038.419922
30/11/16,3051.610107
01/12/16,3030.97998
02/12/16,3015.129883
05/12/16,3052.75
06/12/16,3100.76001
07/12/16,3142.23999
08/12/16,3185.790039
09/12/16,3197.540039
12/12/16,3199.110107
13/12/16,3236.709961
14/12/16,3211.709961
15/12/16,3249.73999
16/12/16,3259.23999
19/12/16,3257.850098
20/12/16,3279.409912
21/12/16,3270.75
22/12/16,3269.51001
23/12/16,3273.969971
27/12/16,3278.530029
28/12/16,3278.719971
29/12/16,3271.76001
30/12/16,3290.52002
03/01/17,3315.02002
04/01/17,3317.52002
05/01/17,3316.469971
06/01/17,3321.169922
09/01/17,3308.969971
10/01/17,3306.209961
11/01/17,3307.939941
12/01/17,3286.699951
13/01/17,3324.340088
16/01/17,3294.530029
17/01/17,3285.040039
18/01/17,3294
19/01/17,3290.330078
20/01/17,3299.439941
23/01/17,3273.040039
24/01/17,3281.530029
25/01/17,3326.149902
26/01/17,3319.129883
27/01/17,3303.330078
30/01/17,3262.719971
31/01/17,3230.679932
01/02/17,3258.919922
02/02/17,3253.610107
03/02/17,3273.110107
06/02/17,3238.310059
07/02/17,3235.709961
08/02/17,3238.040039
09/02/17,3277.790039
10/02/17,3270.830078
13/02/17,3305.22998
14/02/17,3308.889893
15/02/17,3323.709961
16/02/17,3311.040039
17/02/17,3308.810059
20/02/17,3312.389893
21/02/17,3339.330078
22/02/17,3339.27002
23/02/17,3333.959961
24/02/17,3304.090088
27/02/17,3309.300049
28/02/17,3319.610107
01/03/17,3390.199951
02/03/17,3384.709961
03/03/17,3403.389893
06/03/17,3387.459961
07/03/17,3385.120117
08/03/17,3389.620117
09/03/17,3409.889893
10/03/17,3416.27002
13/03/17,3415.48999
14/03/17,3399.429932
15/03/17,3409.320068
16/03/17,3439.959961
17/03/17,3448.409912
20/03/17,3437.47998
21/03/17,3429.620117
22/03/17,3420.699951
23/03/17,3452.179932
24/03/17,3444.149902
27/03/17,3437.139893
28/03/17,3465.070068
29/03/17,3475.27002
30/03/17,3481.580078
31/03/17,3500.929932
03/04/17,3472.939941
04/04/17,3481.659912
05/04/17,3472.580078
06/04/17,3489.570068
07/04/17,3495.800049
10/04/17,3480.439941
11/04/17,3470.040039
12/04/17,3468.51001
13/04/17,3448.26001
18/04/17,3409.780029
19/04/17,3420.98999
20/04/17,3440.030029
21/04/17,3440.27002
24/04/17,3577.379883
25/04/17,3583.159912
26/04/17,3578.709961
27/04/17,3563.290039
28/04/17,3559.590088
02/05/17,3578.209961
03/05/17,3586.25
04/05/17,3627.879883
05/05/17,3658.790039
08/05/17,3642.110107
09/05/17,3649.080078
10/05/17,3645.73999
11/05/17,3623.550049
12/05/17,3637.52002
15/05/17,3641.879883
16/05/17,3641.889893
17/05/17,3584.830078
18/05/17,3562.219971
19/05/17,3587.01001
22/05/17,3576.530029
23/05/17,3595.030029
24/05/17,3586.620117
26/05/17,3579.02002
29/05/17,3578.949951
30/05/17,3561.219971
31/05/17,3554.590088
01/06/17,3567.02002
02/06/17,3591.820068
06/06/17,3554.179932
07/06/17,3548.840088
08/06/17,3563.879883
09/06/17,3586.070068
12/06/17,3543.949951
13/06/17,3557.870117
14/06/17,3547.149902
15/06/17,3525.459961
16/06/17,3543.879883
19/06/17,3579.580078
20/06/17,3560.659912
21/06/17,3554.350098
22/06/17,3555.76001
23/06/17,3543.679932
26/06/17,3561.76001
27/06/17,3538.320068
28/06/17,3535.699951
29/06/17,3471.330078
30/06/17,3441.879883
03/07/17,3491.810059
04/07/17,3479.469971
05/07/17,3478.409912
06/07/17,3462.060059
07/07/17,3463.840088
10/07/17,3478.060059
11/07/17,3464.47998
12/07/17,3515.22998
13/07/17,3527.830078
14/07/17,3525.939941
17/07/17,3516.350098
18/07/17,3478.679932
19/07/17,3500.280029
20/07/17,3499.48999
21/07/17,3451.709961
24/07/17,3453.169922
25/07/17,3473.540039
26/07/17,3491.189941
27/07/17,3493.139893
28/07/17,3467.72998
31/07/17,3449.360107
02/08/17,3459.320068
03/08/17,3466.370117
04/08/17,3507.409912
07/08/17,3505.800049
08/08/17,3515.629883
09/08/17,3468.449951
10/08/17,3433.540039
11/08/17,3406.340088
14/08/17,3450.659912
15/08/17,3461.909912
16/08/17,3484.570068
17/08/17,3461.969971
18/08/17,3446.030029
21/08/17,3423.530029
22/08/17,3455.590088
23/08/17,3438.629883
24/08/17,3444.72998
25/08/17,3438.550049
28/08/17,3421.030029
29/08/17,3388.219971
30/08/17,3403.709961
31/08/17,3421.469971
01/09/17,3443.879883
04/09/17,3430.419922
